,train_acc,train_loss,val_acc
0,0.1848333696641748,2.2653197254568083,0.501155462184874
1,0.46495185094951724,1.3195195958779289,0.6263655462184874
2,0.5364740277225691,0.9691396780349963,0.6497899159663866
3,0.5770602792773154,0.8098245688821725,0.686344537815126
4,0.5987664610768462,0.7168135884774658,0.683718487394958
5,0.6218856988985344,0.6540745149967888,0.7056722689075631
6,0.6352417710644082,0.6123128985463484,0.7009453781512605
7,0.649774962493749,0.5723704957743655,0.7050420168067227
8,0.6607049892930873,0.5474903590360737,0.7032563025210085
9,0.6710605613756139,0.5254059433146053,0.7093487394957984
10,0.6764255581058382,0.5056718843059844,0.7021008403361344
11,0.6844191980714734,0.49173658946667215,0.7091386554621849
12,0.6894225960737046,0.47914496198958606,0.7102941176470589
13,0.6917358021208663,0.4659419698134494,0.7190126050420168
14,0.6943593162963058,0.4589400203275984,0.7107142857142857
15,0.7021990844627951,0.448592287574125,0.7196428571428571
16,0.7029992178183544,0.4425208780131816,0.7183823529411765
17,0.705048277276982,0.4374812450247563,0.7216386554621849
18,0.7089925243950915,0.4329209315114448,0.7108193277310925
19,0.7124033492761614,0.42393876525321794,0.7107142857142857
20,0.7133163219510944,0.4188319272376657,0.7157563025210084
21,0.7169015348711965,0.4119229066825354,0.7152310924369748
22,0.7182735584135818,0.41146877694946954,0.7171218487394958
23,0.7194558067370203,0.4070235285932124,0.7165966386554622
24,0.719996922564017,0.4056027738148243,0.719327731092437
25,0.7223896290407376,0.39879835500488603,0.7203781512605042
26,0.7226512110992858,0.3979569668913737,0.7153361344537815
27,0.725133676125508,0.394348019229274,0.7142857142857143
28,0.7261158911100568,0.3915390223379757,0.7170168067226891
29,0.7252849833946683,0.3906967890874798,0.7123949579831933
30,0.7292010206829344,0.38612068345513206,0.7233193277310924
31,0.7308602715837255,0.384508808603268,0.7186974789915966
32,0.73149371049021,0.38192269976476534,0.7182773109243697
33,0.7323784733352995,0.3823911090432514,0.7167016806722689
34,0.7327067331734777,0.37907626137376504,0.7127100840336135
35,0.7348840191313937,0.376345586961584,0.716281512605042
36,0.7344275327939271,0.3755855142599696,0.7075630252100841
37,0.7356687653070384,0.3732955076376984,0.7152310924369748
38,0.7370920794491389,0.370804517146589,0.7147058823529412
39,0.7368228038006335,0.36930874811105663,0.7105042016806723
40,0.7388923794991473,0.3682102314824348,0.7066176470588236
41,0.7368638362804057,0.3702189055869648,0.7043067226890757
42,0.7388051854796313,0.3673488423732779,0.7201680672268908
43,0.7382820213625347,0.36927922439093086,0.7093487394957984
44,0.7410491492171772,0.3636169777579277,0.7154411764705882
45,0.7420211060817828,0.36367042136351335,0.707983193277311
46,0.7429802402964597,0.36337843423076416,0.7092436974789916
47,0.7428956108069293,0.36204203644962396,0.7080882352941177
48,0.7432854193647659,0.358462884395595,0.7169117647058824
49,0.743021272776232,0.35960632629377437,0.7103991596638656
50,0.7421365099311423,0.36294340980094625,0.7078781512605042
51,0.7423314142100607,0.3608269298208759,0.7112394957983194
52,0.7428520137971714,0.35567043300237,0.7102941176470589
53,0.7454498826727531,0.3556501449832382,0.7032563025210085
54,0.746716760485722,0.35527609211112815,0.7114495798319328
55,0.7485247541256876,0.3529645589420288,0.7064075630252101
56,0.7480657032582353,0.3532362176412029,0.7225840336134454
57,0.7474784258914947,0.3547465327214117,0.7045168067226891
58,0.747860540859374,0.3508359326084928,0.711764705882353
59,0.7468295998050957,0.3529148768275341,0.7150210084033614
60,0.7490197084129406,0.3477137082178241,0.7137605042016807
61,0.749950632797774,0.34706260563393526,0.7222689075630252
62,0.7497762447587418,0.34897308269753974,0.7144957983193277
63,0.7481631553976945,0.351837955352795,0.7084033613445379
64,0.7505302165745573,0.34826369785708583,0.701890756302521
65,0.7489632887532538,0.34908643624312674,0.7031512605042017
66,0.7476707656404272,0.350089833567092,0.7028361344537815
67,0.748388834036442,0.34871488062566025,0.7111344537815126
68,0.7526715991126727,0.3474097033245253,0.7055672268907563
69,0.7501275853667919,0.3483963774293796,0.7095588235294118
70,0.7523689845743521,0.3470802790869129,0.7084033613445379
71,0.7532819572492852,0.3427818962044612,0.7159663865546219
72,0.7525690179132419,0.34201110739305063,0.7201680672268908
73,0.7537307499967943,0.34326821959076836,0.7089285714285715
74,0.7533358123789863,0.34525753839244755,0.7032563025210085
75,0.7535743136676626,0.3411819722896558,0.6964285714285714
76,0.7555438726967315,0.3425540466758279,0.7059873949579832
77,0.7546385936117558,0.3406527960615345,0.7178571428571429
78,0.7534948132381037,0.34122121224903607,0.7025210084033613
79,0.756220908612974,0.3395961643473996,0.6959033613445378
80,0.7565671201610524,0.3391588497092498,0.7114495798319328
81,0.755461807737187,0.3390845252680704,0.7090336134453782
82,0.7571620911177503,0.3381972684401555,0.7066176470588236
83,0.7552361290984395,0.3414594515714001,0.7034663865546219
84,0.755779809455422,0.34183976968252777,0.7022058823529411
85,0.7550232731096208,0.3401242174674322,0.7009453781512605
86,0.7567979278597715,0.33729225308873717,0.7059873949579832
87,0.7563799094720915,0.33806392817396713,0.6983193277310924
88,0.7553489684178132,0.3384679469094824,0.7063025210084034
89,0.7581366125123418,0.3365585370901139,0.7127100840336135
90,0.7573057047969534,0.33494908324671957,0.708718487394958
91,0.7560183107440984,0.33886033496666085,0.7066176470588236
92,0.7563927321220203,0.3382970877479235,0.7015756302521008
93,0.7576596099349892,0.3372715883221074,0.7093487394957984
94,0.7578878531037224,0.33726026135887016,0.7112394957983194
95,0.7615038403836537,0.33334408023713336,0.704936974789916
96,0.7583828073909754,0.33469245310370127,0.7122899159663866
97,0.7566876530703835,0.3371068939940957,0.6949579831932773
98,0.7591931988664777,0.33507968871449706,0.70609243697479
99,0.7603574954800159,0.3352968657297969,0.6994747899159663
