,0,1
0,standard_acc,0.689699296225208
1,mean_acc,0.8272058823529411
2,standard_f1,0.6996873616404317
3,aggregated_f1,0.8242975176042189
4,micro_auc,0.965181660899654
5,macro_auc,0.9635009765625
